0,0,0,0,0,0,0,0,135,9,10,0,0,0,0,0
0,144,145,145,145,146,145,147,135,25,26,0,0,0,0,0
0,160,1,0,0,0,1,163,135,0,0,0,197,198,190,191
0,160,1,188,189,0,1,163,135,0,0,0,204,205,206,207
0,160,1,204,205,0,1,163,135,0,0,0,0,135,0,0
0,160,1,0,52,0,1,163,135,0,0,0,0,135,9,10
0,160,1,0,52,0,3,163,135,0,0,0,0,135,25,26
0,176,177,177,177,178,177,179,151,152,152,152,152,151,152,152
0,0,0,0,0,135,0,0,135,17,202,203,17,17,17,17
0,0,9,10,0,135,0,0,135,17,205,206,0,0,0,0
0,0,25,26,0,135,0,0,135,17,0,135,17,17,17,17
152,152,152,152,152,151,152,152,151,152,152,151,152,152,152,152
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
