0,0,0,0,0,33,0,135,0,0,0,192,193,194,0,0
33,0,0,0,0,0,0,135,0,0,0,192,193,194,0,0
0,0,0,96,97,98,0,135,0,0,0,192,193,194,0,0
0,0,0,112,113,114,0,135,0,0,0,192,181,194,0,0
0,0,0,128,129,130,0,135,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,135,0,33,0,0,67,0,0,0
150,150,150,150,150,150,150,151,152,152,152,152,152,152,152,152
0,0,0,0,0,0,0,167,33,0,0,0,0,2,2,2
0,99,100,101,0,0,0,135,0,0,99,100,101,2,2,2
0,115,116,117,0,0,0,135,0,33,115,116,117,0,2,2
0,131,132,133,0,0,0,135,0,0,131,132,133,0,2,2
0,0,0,33,0,0,0,135,0,0,0,0,0,0,2,2
0,0,0,0,0,0,0,135,0,0,0,33,0,0,2,2
