0,135,0,0,9,10,0,1,0,0,9,10,0,0,0,0
0,135,16,0,25,26,1,0,16,0,25,26,0,0,11,0
0,135,0,16,0,1,0,0,16,0,0,0,0,27,0,0
0,151,152,152,152,152,152,152,152,152,152,151,152,152,152,152
0,0,0,16,0,50,0,16,0,0,0,135,50,0,0,0
0,9,10,16,0,0,0,9,10,0,0,135,0,9,10,0
0,25,26,16,1,0,0,25,26,0,0,135,0,25,26,0
0,0,0,0,0,0,0,0,0,11,0,135,0,0,0,0
0,16,16,0,27,0,0,0,1,0,0,135,0,50,0,0
152,152,152,152,152,152,152,152,152,152,152,151,152,152,152,152
0,9,10,0,0,0,0,0,0,9,10,0,0,0,0,16
0,25,26,0,16,0,0,50,0,25,26,0,0,0,16,0
0,0,0,0,0,0,16,0,0,0,0,0,0,11,16,0
